cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
SLFI,791K,B5,EX,BOP,CVM,SA,Q
SLFS,791K,B5,IM,BOP,CP,SA,A
SLFS,791K,B5,IM,BOP,CP,SA,M
SLFS,791K,B5,IM,BOP,CP,SA,Q
SLFV,791K,B5,IM,BOP,CVM,SA,A
SLFV,791K,B5,IM,BOP,CVM,SA,M
SLFV,791K,B5,IM,BOP,CVM,SA,Q
SLGF,791K,D5,EX,BOP,CP,SA,A
SLGF,791K,D5,EX,BOP,CP,SA,M
SLGF,791K,D5,EX,BOP,CP,SA,Q
SLGI,791K,D5,EX,BOP,CVM,SA,A
SLGI,791K,D5,EX,BOP,CVM,SA,M
SLGI,791K,D5,EX,BOP,CVM,SA,Q
SLGS,791K,D5,IM,BOP,CP,SA,A
SLGS,791K,D5,IM,BOP,CP,SA,M
SLGS,791K,D5,IM,BOP,CP,SA,Q
SLGV,791K,D5,IM,BOP,CVM,SA,A
SLGV,791K,D5,IM,BOP,CVM,SA,M
SLGV,791K,D5,IM,BOP,CVM,SA,Q
OAIF,791K,W1,BAL,BOP,CP,SA,A
OAIF,791K,W1,BAL,BOP,CP,SA,M
OAIF,791K,W1,BAL,BOP,CP,SA,Q
OKDT,791K,W1,EX,BOP,CP,SA,A
OKDT,791K,W1,EX,BOP,CP,SA,M
OKDT,791K,W1,EX,BOP,CP,SA,Q
OKRD,791K,W1,EX,BOP,CVM,SA,A
OKRD,791K,W1,EX,BOP,CVM,SA,M
OKRD,791K,W1,EX,BOP,CVM,SA,Q
OKFF,791K,W1,IM,BOP,CP,SA,A
OKFF,791K,W1,IM,BOP,CP,SA,M
OKFF,791K,W1,IM,BOP,CP,SA,Q
OKSP,791K,W1,IM,BOP,CVM,SA,A
OKSP,791K,W1,IM,BOP,CVM,SA,M
OKSP,791K,W1,IM,BOP,CVM,SA,Q
SGDS,792/3,B5,EX,BOP,CP,SA,A
SGDS,792/3,B5,EX,BOP,CP,SA,M
SGDS,792/3,B5,EX,BOP,CP,SA,Q
SGDX,792/3,B5,EX,BOP,CVM,SA,A
SGDX,792/3,B5,EX,BOP,CVM,SA,M
SGDX,792/3,B5,EX,BOP,CVM,SA,Q
SGDL,792/3,B5,EX,BOP,IDEF,SA,A
SGDL,792/3,B5,EX,BOP,IDEF,SA,M
SGDL,792/3,B5,EX,BOP,IDEF,SA,Q
SGFE,792/3,B5,IM,BOP,CP,SA,A
SGFE,792/3,B5,IM,BOP,CP,SA,M
SGFE,792/3,B5,IM,BOP,CP,SA,Q
SGFI,792/3,B5,IM,BOP,CVM,SA,A
SGFI,792/3,B5,IM,BOP,CVM,SA,M
SGFI,792/3,B5,IM,BOP,CVM,SA,Q
SGFB,792/3,B5,IM,BOP,IDEF,SA,A
SGFB,792/3,B5,IM,BOP,IDEF,SA,M
SGFB,792/3,B5,IM,BOP,IDEF,SA,Q
SGFZ,792/3,D5,BAL,BOP,CP,SA,A
SGFZ,792/3,D5,BAL,BOP,CP,SA,M
SGFZ,792/3,D5,BAL,BOP,CP,SA,Q
SGGM,792/3,D5,EX,BOP,CP,SA,A
SGGM,792/3,D5,EX,BOP,CP,SA,M
SGGM,792/3,D5,EX,BOP,CP,SA,Q
SGGQ,792/3,D5,EX,BOP,CVM,SA,A
SGGQ,792/3,D5,EX,BOP,CVM,SA,M
SGGQ,792/3,D5,EX,BOP,CVM,SA,Q
SGGJ,792/3,D5,EX,BOP,IDEF,SA,A
SGGJ,792/3,D5,EX,BOP,IDEF,SA,M
SGGJ,792/3,D5,EX,BOP,IDEF,SA,Q
SGHX,792/3,D5,IM,BOP,CP,SA,A
SGHX,792/3,D5,IM,BOP,CP,SA,M
SGHX,792/3,D5,IM,BOP,CP,SA,Q
SGIB,792/3,D5,IM,BOP,CVM,SA,A
SGIB,792/3,D5,IM,BOP,CVM,SA,M
SGIB,792/3,D5,IM,BOP,CVM,SA,Q
SGHU,792/3,D5,IM,BOP,IDEF,SA,A
SGHU,792/3,D5,IM,BOP,IDEF,SA,M
SGHU,792/3,D5,IM,BOP,IDEF,SA,Q
ENJE,792/3,W1,BAL,BOP,CP,SA,A
ENJE,792/3,W1,BAL,BOP,CP,SA,M
ENJE,792/3,W1,BAL,BOP,CP,SA,Q
ENDN,792/3,W1,EX,BOP,CP,SA,A
ENDN,792/3,W1,EX,BOP,CP,SA,M
ENDN,792/3,W1,EX,BOP,CP,SA,Q
ENEJ,792/3,W1,EX,BOP,CVM,SA,A
ENEJ,792/3,W1,EX,BOP,CVM,SA,M
ENEJ,792/3,W1,EX,BOP,CVM,SA,Q
ENFJ,792/3,W1,EX,BOP,IDEF,SA,A
ENFJ,792/3,W1,EX,BOP,IDEF,SA,M
ENFJ,792/3,W1,EX,BOP,IDEF,SA,Q
ENGH,792/3,W1,IM,BOP,CP,SA,A
ENGH,792/3,W1,IM,BOP,CP,SA,M
ENGH,792/3,W1,IM,BOP,CP,SA,Q
ENGX,792/3,W1,IM,BOP,CVM,SA,A
ENGX,792/3,W1,IM,BOP,CVM,SA,M
ENGX,792/3,W1,IM,BOP,CVM,SA,Q
ENID,792/3,W1,IM,BOP,IDEF,SA,A
ENID,792/3,W1,IM,BOP,IDEF,SA,M
ENID,792/3,W1,IM,BOP,IDEF,SA,Q
SLBF,792,B5,EX,BOP,CP,SA,A
SLBF,792,B5,EX,BOP,CP,SA,M
SLBF,792,B5,EX,BOP,CP,SA,Q
SLBI,792,B5,EX,BOP,CVM,SA,A
SLBI,792,B5,EX,BOP,CVM,SA,M
SLBI,792,B5,EX,BOP,CVM,SA,Q
SLBS,792,B5,IM,BOP,CP,SA,A
SLBS,792,B5,IM,BOP,CP,SA,M
SLBS,792,B5,IM,BOP,CP,SA,Q
SLBV,792,B5,IM,BOP,CVM,SA,A
SLBV,792,B5,IM,BOP,CVM,SA,M
SLBV,792,B5,IM,BOP,CVM,SA,Q
SLCF,792,D5,EX,BOP,CP,SA,A
SLCF,792,D5,EX,BOP,CP,SA,M
SLCF,792,D5,EX,BOP,CP,SA,Q
SLCI,792,D5,EX,BOP,CVM,SA,A
SLCI,792,D5,EX,BOP,CVM,SA,M
SLCI,792,D5,EX,BOP,CVM,SA,Q
SLCS,792,D5,IM,BOP,CP,SA,A
SLCS,792,D5,IM,BOP,CP,SA,M
SLCS,792,D5,IM,BOP,CP,SA,Q
SLCV,792,D5,IM,BOP,CVM,SA,A
SLCV,792,D5,IM,BOP,CVM,SA,M
SLCV,792,D5,IM,BOP,CVM,SA,Q
QALW,792,W1,BAL,BOP,CP,SA,A
QALW,792,W1,BAL,BOP,CP,SA,M
QALW,792,W1,BAL,BOP,CP,SA,Q
QALU,792,W1,EX,BOP,CP,SA,A
QALU,792,W1,EX,BOP,CP,SA,M
QALU,792,W1,EX,BOP,CP,SA,Q
OMSG,792,W1,EX,BOP,CVM,SA,A
OMSG,792,W1,EX,BOP,CVM,SA,M
OMSG,792,W1,EX,BOP,CVM,SA,Q
QALV,792,W1,IM,BOP,CP,SA,A
QALV,792,W1,IM,BOP,CP,SA,M
QALV,792,W1,IM,BOP,CP,SA,Q
OMSH,792,W1,IM,BOP,CVM,SA,A
OMSH,792,W1,IM,BOP,CVM,SA,M
OMSH,792,W1,IM,BOP,CVM,SA,Q
SLHF,793,B5,EX,BOP,CP,SA,A
SLHF,793,B5,EX,BOP,CP,SA,M
SLHF,793,B5,EX,BOP,CP,SA,Q
SLHI,793,B5,EX,BOP,CVM,SA,A
SLHI,793,B5,EX,BOP,CVM,SA,M
SLHI,793,B5,EX,BOP,CVM,SA,Q
SLHS,793,B5,IM,BOP,CP,SA,A
SLHS,793,B5,IM,BOP,CP,SA,M
SLHS,793,B5,IM,BOP,CP,SA,Q
SLHV,793,B5,IM,BOP,CVM,SA,A
SLHV,793,B5,IM,BOP,CVM,SA,M
SLHV,793,B5,IM,BOP,CVM,SA,Q
SLIF,793,D5,EX,BOP,CP,SA,A
SLIF,793,D5,EX,BOP,CP,SA,M
SLIF,793,D5,EX,BOP,CP,SA,Q
SLII,793,D5,EX,BOP,CVM,SA,A
SLII,793,D5,EX,BOP,CVM,SA,M
SLII,793,D5,EX,BOP,CVM,SA,Q
SLIS,793,D5,IM,BOP,CP,SA,A
SLIS,793,D5,IM,BOP,CP,SA,M
SLIS,793,D5,IM,BOP,CP,SA,Q
SLIV,793,D5,IM,BOP,CVM,SA,A
SLIV,793,D5,IM,BOP,CVM,SA,M
SLIV,793,D5,IM,BOP,CVM,SA,Q
QALZ,793,W1,BAL,BOP,CP,SA,A
QALZ,793,W1,BAL,BOP,CP,SA,M
QALZ,793,W1,BAL,BOP,CP,SA,Q
QALX,793,W1,EX,BOP,CP,SA,A
QALX,793,W1,EX,BOP,CP,SA,M
QALX,793,W1,EX,BOP,CP,SA,Q
OMSE,793,W1,EX,BOP,CVM,SA,A
OMSE,793,W1,EX,BOP,CVM,SA,M
OMSE,793,W1,EX,BOP,CVM,SA,Q
QALY,793,W1,IM,BOP,CP,SA,A
QALY,793,W1,IM,BOP,CP,SA,M
QALY,793,W1,IM,BOP,CP,SA,Q
OMSF,793,W1,IM,BOP,CVM,SA,A
OMSF,793,W1,IM,BOP,CVM,SA,M
OMSF,793,W1,IM,BOP,CVM,SA,Q
CTVG,8,B5,BAL,BOP,CP,SA,A
CTVG,8,B5,BAL,BOP,CP,SA,M
CTVG,8,B5,BAL,BOP,CP,SA,Q
CTYA,8,B5,BAL,BOP,CVM,SA,A
CTYA,8,B5,BAL,BOP,CVM,SA,M
CTYA,8,B5,BAL,BOP,CVM,SA,Q
SMUJ,8,B5,EX,BOP,CP,SA,A
SMUJ,8,B5,EX,BOP,CP,SA,M
SMUJ,8,B5,EX,BOP,CP,SA,Q
SMUM,8,B5,EX,BOP,CVM,SA,A
SMUM,8,B5,EX,BOP,CVM,SA,M
SMUM,8,B5,EX,BOP,CVM,SA,Q
CTXI,8,B5,EX,BOP,IDEF,SA,A
CTXI,8,B5,EX,BOP,IDEF,SA,M
CTXI,8,B5,EX,BOP,IDEF,SA,Q
SMUW,8,B5,IM,BOP,CP,SA,A
SMUW,8,B5,IM,BOP,CP,SA,M
SMUW,8,B5,IM,BOP,CP,SA,Q
SMUZ,8,B5,IM,BOP,CVM,SA,A
SMUZ,8,B5,IM,BOP,CVM,SA,M
SMUZ,8,B5,IM,BOP,CVM,SA,Q
CTXH,8,B5,IM,BOP,IDEF,SA,A
CTXH,8,B5,IM,BOP,IDEF,SA,M
CTXH,8,B5,IM,BOP,IDEF,SA,Q
CTVO,8,D5,BAL,BOP,CP,SA,A
CTVO,8,D5,BAL,BOP,CP,SA,M
CTVO,8,D5,BAL,BOP,CP,SA,Q
CTYM,8,D5,BAL,BOP,CVM,SA,A
CTYM,8,D5,BAL,BOP,CVM,SA,M
CTYM,8,D5,BAL,BOP,CVM,SA,Q
SMVJ,8,D5,EX,BOP,CP,SA,A
SMVJ,8,D5,EX,BOP,CP,SA,M
SMVJ,8,D5,EX,BOP,CP,SA,Q
SMVM,8,D5,EX,BOP,CVM,SA,A
SMVM,8,D5,EX,BOP,CVM,SA,M
SMVM,8,D5,EX,BOP,CVM,SA,Q
CTZD,8,D5,EX,BOP,IDEF,SA,A
CTZD,8,D5,EX,BOP,IDEF,SA,M
CTZD,8,D5,EX,BOP,IDEF,SA,Q
SMVW,8,D5,IM,BOP,CP,SA,A
SMVW,8,D5,IM,BOP,CP,SA,M
SMVW,8,D5,IM,BOP,CP,SA,Q
SMVZ,8,D5,IM,BOP,CVM,SA,A
SMVZ,8,D5,IM,BOP,CVM,SA,M
SMVZ,8,D5,IM,BOP,CVM,SA,Q
CTZE,8,D5,IM,BOP,IDEF,SA,A
CTZE,8,D5,IM,BOP,IDEF,SA,M
CTZE,8,D5,IM,BOP,IDEF,SA,Q
EHCC,8,W1,BAL,BOP,CP,SA,A
EHCC,8,W1,BAL,BOP,CP,SA,M
EHCC,8,W1,BAL,BOP,CP,SA,Q
CTWD,8,W1,BAL,BOP,CVM,SA,A
CTWD,8,W1,BAL,BOP,CVM,SA,M
CTWD,8,W1,BAL,BOP,CVM,SA,Q
BQQO,8,W1,EX,BOP,CP,SA,A
BQQO,8,W1,EX,BOP,CP,SA,M
BQQO,8,W1,EX,BOP,CP,SA,Q
OGSE,8,W1,EX,BOP,CVM,SA,A
OGSE,8,W1,EX,BOP,CVM,SA,M
OGSE,8,W1,EX,BOP,CVM,SA,Q
EDIB,8,W1,EX,BOP,IDEF,SA,A
EDIB,8,W1,EX,BOP,IDEF,SA,M
EDIB,8,W1,EX,BOP,IDEF,SA,Q
EHAU,8,W1,IM,BOP,CP,SA,A
EHAU,8,W1,IM,BOP,CP,SA,M
EHAU,8,W1,IM,BOP,CP,SA,Q
OGTM,8,W1,IM,BOP,CVM,SA,A
OGTM,8,W1,IM,BOP,CVM,SA,M
OGTM,8,W1,IM,BOP,CVM,SA,Q
EDIA,8,W1,IM,BOP,IDEF,SA,A
EDIA,8,W1,IM,BOP,IDEF,SA,M
EDIA,8,W1,IM,BOP,IDEF,SA,Q
SMWJ,84and85,B5,EX,BOP,CP,SA,A
SMWJ,84and85,B5,EX,BOP,CP,SA,M
SMWJ,84and85,B5,EX,BOP,CP,SA,Q
SMWM,84and85,B5,EX,BOP,CVM,SA,A
SMWM,84and85,B5,EX,BOP,CVM,SA,M
SMWM,84and85,B5,EX,BOP,CVM,SA,Q
SMWW,84and85,B5,IM,BOP,CP,SA,A
SMWW,84and85,B5,IM,BOP,CP,SA,M
SMWW,84and85,B5,IM,BOP,CP,SA,Q
SMWZ,84and85,B5,IM,BOP,CVM,SA,A
SMWZ,84and85,B5,IM,BOP,CVM,SA,M
SMWZ,84and85,B5,IM,BOP,CVM,SA,Q
SMXJ,84and85,D5,EX,BOP,CP,SA,A
SMXJ,84and85,D5,EX,BOP,CP,SA,M
SMXJ,84and85,D5,EX,BOP,CP,SA,Q
SMXM,84and85,D5,EX,BOP,CVM,SA,A
SMXM,84and85,D5,EX,BOP,CVM,SA,M
SMXM,84and85,D5,EX,BOP,CVM,SA,Q
SMXW,84and85,D5,IM,BOP,CP,SA,A
SMXW,84and85,D5,IM,BOP,CP,SA,M
SMXW,84and85,D5,IM,BOP,CP,SA,Q
SMXZ,84and85,D5,IM,BOP,CVM,SA,A
SMXZ,84and85,D5,IM,BOP,CVM,SA,M
SMXZ,84and85,D5,IM,BOP,CVM,SA,Q
EHCD,84and85,W1,BAL,BOP,CP,SA,A
EHCD,84and85,W1,BAL,BOP,CP,SA,M
EHCD,84and85,W1,BAL,BOP,CP,SA,Q
BQQP,84and85,W1,EX,BOP,CP,SA,A
BQQP,84and85,W1,EX,BOP,CP,SA,M
BQQP,84and85,W1,EX,BOP,CP,SA,Q
OGSF,84and85,W1,EX,BOP,CVM,SA,A
OGSF,84and85,W1,EX,BOP,CVM,SA,M
OGSF,84and85,W1,EX,BOP,CVM,SA,Q
EHAV,84and85,W1,IM,BOP,CP,SA,A
EHAV,84and85,W1,IM,BOP,CP,SA,M
EHAV,84and85,W1,IM,BOP,CP,SA,Q
OGTN,84and85,W1,IM,BOP,CVM,SA,A
OGTN,84and85,W1,IM,BOP,CVM,SA,M
OGTN,84and85,W1,IM,BOP,CVM,SA,Q
SLJL,84,B5,EX,BOP,CP,SA,A
SLJL,84,B5,EX,BOP,CP,SA,M
SLJL,84,B5,EX,BOP,CP,SA,Q
SLJO,84,B5,EX,BOP,CVM,SA,A
SLJO,84,B5,EX,BOP,CVM,SA,M
SLJO,84,B5,EX,BOP,CVM,SA,Q
SLJY,84,B5,IM,BOP,CP,SA,A
SLJY,84,B5,IM,BOP,CP,SA,M
SLJY,84,B5,IM,BOP,CP,SA,Q
SLKB,84,B5,IM,BOP,CVM,SA,A
SLKB,84,B5,IM,BOP,CVM,SA,M
SLKB,84,B5,IM,BOP,CVM,SA,Q
SLKL,84,D5,EX,BOP,CP,SA,A
SLKL,84,D5,EX,BOP,CP,SA,M
SLKL,84,D5,EX,BOP,CP,SA,Q
SLKP,84,D5,EX,BOP,CVM,SA,A
SLKP,84,D5,EX,BOP,CVM,SA,M
SLKP,84,D5,EX,BOP,CVM,SA,Q
SLKZ,84,D5,IM,BOP,CP,SA,A
SLKZ,84,D5,IM,BOP,CP,SA,M
SLKZ,84,D5,IM,BOP,CP,SA,Q
SLLC,84,D5,IM,BOP,CVM,SA,A
SLLC,84,D5,IM,BOP,CVM,SA,M
SLLC,84,D5,IM,BOP,CVM,SA,Q
CRAH,84,W1,BAL,BOP,CP,SA,A
CRAH,84,W1,BAL,BOP,CP,SA,M
CRAH,84,W1,BAL,BOP,CP,SA,Q
CSCN,84,W1,EX,BOP,CP,SA,A
CSCN,84,W1,EX,BOP,CP,SA,M
CSCN,84,W1,EX,BOP,CP,SA,Q
OKQO,84,W1,EX,BOP,CVM,SA,A
OKQO,84,W1,EX,BOP,CVM,SA,M
OKQO,84,W1,EX,BOP,CVM,SA,Q
CSDR,84,W1,IM,BOP,CP,SA,A
CSDR,84,W1,IM,BOP,CP,SA,M
CSDR,84,W1,IM,BOP,CP,SA,Q
OKSA,84,W1,IM,BOP,CVM,SA,A
OKSA,84,W1,IM,BOP,CVM,SA,M
OKSA,84,W1,IM,BOP,CVM,SA,Q
SLLM,85,B5,EX,BOP,CP,SA,A
SLLM,85,B5,EX,BOP,CP,SA,M
SLLM,85,B5,EX,BOP,CP,SA,Q
SLLP,85,B5,EX,BOP,CVM,SA,A
SLLP,85,B5,EX,BOP,CVM,SA,M
SLLP,85,B5,EX,BOP,CVM,SA,Q
SLMA,85,B5,IM,BOP,CP,SA,A
SLMA,85,B5,IM,BOP,CP,SA,M
SLMA,85,B5,IM,BOP,CP,SA,Q
SLMD,85,B5,IM,BOP,CVM,SA,A
SLMD,85,B5,IM,BOP,CVM,SA,M
SLMD,85,B5,IM,BOP,CVM,SA,Q
SLMN,85,D5,EX,BOP,CP,SA,A
SLMN,85,D5,EX,BOP,CP,SA,M
SLMN,85,D5,EX,BOP,CP,SA,Q
SLMQ,85,D5,EX,BOP,CVM,SA,A
SLMQ,85,D5,EX,BOP,CVM,SA,M
SLMQ,85,D5,EX,BOP,CVM,SA,Q
SLNC,85,D5,IM,BOP,CP,SA,A
SLNC,85,D5,IM,BOP,CP,SA,M
SLNC,85,D5,IM,BOP,CP,SA,Q
SLNG,85,D5,IM,BOP,CVM,SA,A
SLNG,85,D5,IM,BOP,CVM,SA,M
SLNG,85,D5,IM,BOP,CVM,SA,Q
CSCA,85,W1,BAL,BOP,CP,SA,A
CSCA,85,W1,BAL,BOP,CP,SA,M
CSCA,85,W1,BAL,BOP,CP,SA,Q
CSCP,85,W1,EX,BOP,CP,SA,A
CSCP,85,W1,EX,BOP,CP,SA,M
CSCP,85,W1,EX,BOP,CP,SA,Q
OKQP,85,W1,EX,BOP,CVM,SA,A
OKQP,85,W1,EX,BOP,CVM,SA,M
OKQP,85,W1,EX,BOP,CVM,SA,Q
CSDS,85,W1,IM,BOP,CP,SA,A
CSDS,85,W1,IM,BOP,CP,SA,M
CSDS,85,W1,IM,BOP,CP,SA,Q
OKSB,85,W1,IM,BOP,CVM,SA,A
OKSB,85,W1,IM,BOP,CVM,SA,M
OKSB,85,W1,IM,BOP,CVM,SA,Q
SMYJ,87and88,B5,EX,BOP,CP,SA,A
SMYJ,87and88,B5,EX,BOP,CP,SA,M
SMYJ,87and88,B5,EX,BOP,CP,SA,Q
SMYM,87and88,B5,EX,BOP,CVM,SA,A
SMYM,87and88,B5,EX,BOP,CVM,SA,M
SMYM,87and88,B5,EX,BOP,CVM,SA,Q
SMYW,87and88,B5,IM,BOP,CP,SA,A
SMYW,87and88,B5,IM,BOP,CP,SA,M
SMYW,87and88,B5,IM,BOP,CP,SA,Q
SMYZ,87and88,B5,IM,BOP,CVM,SA,A
SMYZ,87and88,B5,IM,BOP,CVM,SA,M
SMYZ,87and88,B5,IM,BOP,CVM,SA,Q
SMZJ,87and88,D5,EX,BOP,CP,SA,A
SMZJ,87and88,D5,EX,BOP,CP,SA,M
SMZJ,87and88,D5,EX,BOP,CP,SA,Q
SMZM,87and88,D5,EX,BOP,CVM,SA,A
SMZM,87and88,D5,EX,BOP,CVM,SA,M
SMZM,87and88,D5,EX,BOP,CVM,SA,Q
SMZW,87and88,D5,IM,BOP,CP,SA,A
SMZW,87and88,D5,IM,BOP,CP,SA,M
SMZW,87and88,D5,IM,BOP,CP,SA,Q
SNAA,87and88,D5,IM,BOP,CVM,SA,A
SNAA,87and88,D5,IM,BOP,CVM,SA,M
SNAA,87and88,D5,IM,BOP,CVM,SA,Q
EHCE,87and88,W1,BAL,BOP,CP,SA,A
EHCE,87and88,W1,BAL,BOP,CP,SA,M
EHCE,87and88,W1,BAL,BOP,CP,SA,Q
BQQQ,87and88,W1,EX,BOP,CP,SA,A
BQQQ,87and88,W1,EX,BOP,CP,SA,M
BQQQ,87and88,W1,EX,BOP,CP,SA,Q
OGSG,87and88,W1,EX,BOP,CVM,SA,A
OGSG,87and88,W1,EX,BOP,CVM,SA,M
OGSG,87and88,W1,EX,BOP,CVM,SA,Q
EHAW,87and88,W1,IM,BOP,CP,SA,A
EHAW,87and88,W1,IM,BOP,CP,SA,M
EHAW,87and88,W1,IM,BOP,CP,SA,Q
OGTO,87and88,W1,IM,BOP,CVM,SA,A
OGTO,87and88,W1,IM,BOP,CVM,SA,M
OGTO,87and88,W1,IM,BOP,CVM,SA,Q
SLZP,87and88C,B5,EX,BOP,CP,SA,A
SLZP,87and88C,B5,EX,BOP,CP,SA,M
SLZP,87and88C,B5,EX,BOP,CP,SA,Q
SLZS,87and88C,B5,EX,BOP,CVM,SA,A
SLZS,87and88C,B5,EX,BOP,CVM,SA,M
SLZS,87and88C,B5,EX,BOP,CVM,SA,Q
SMAC,87and88C,B5,IM,BOP,CP,SA,A
SMAC,87and88C,B5,IM,BOP,CP,SA,M
SMAC,87and88C,B5,IM,BOP,CP,SA,Q
SMAF,87and88C,B5,IM,BOP,CVM,SA,A
SMAF,87and88C,B5,IM,BOP,CVM,SA,M
SMAF,87and88C,B5,IM,BOP,CVM,SA,Q
SMAP,87and88C,D5,EX,BOP,CP,SA,A
SMAP,87and88C,D5,EX,BOP,CP,SA,M
SMAP,87and88C,D5,EX,BOP,CP,SA,Q
SMAS,87and88C,D5,EX,BOP,CVM,SA,A
SMAS,87and88C,D5,EX,BOP,CVM,SA,M
SMAS,87and88C,D5,EX,BOP,CVM,SA,Q
SMBC,87and88C,D5,IM,BOP,CP,SA,A
SMBC,87and88C,D5,IM,BOP,CP,SA,M
SMBC,87and88C,D5,IM,BOP,CP,SA,Q
SMBF,87and88C,D5,IM,BOP,CVM,SA,A
SMBF,87and88C,D5,IM,BOP,CVM,SA,M
SMBF,87and88C,D5,IM,BOP,CVM,SA,Q
OAJJ,87and88C,W1,BAL,BOP,CP,SA,A
OAJJ,87and88C,W1,BAL,BOP,CP,SA,M
OAJJ,87and88C,W1,BAL,BOP,CP,SA,Q
OKDG,87and88C,W1,EX,BOP,CP,SA,A
OKDG,87and88C,W1,EX,BOP,CP,SA,M
OKDG,87and88C,W1,EX,BOP,CP,SA,Q
OKQQ,87and88C,W1,EX,BOP,CVM,SA,A
OKQQ,87and88C,W1,EX,BOP,CVM,SA,M
OKQQ,87and88C,W1,EX,BOP,CVM,SA,Q
OKES,87and88C,W1,IM,BOP,CP,SA,A
OKES,87and88C,W1,IM,BOP,CP,SA,M
OKES,87and88C,W1,IM,BOP,CP,SA,Q
OKSC,87and88C,W1,IM,BOP,CVM,SA,A
OKSC,87and88C,W1,IM,BOP,CVM,SA,M
OKSC,87and88C,W1,IM,BOP,CVM,SA,Q
SMBP,87and88I,B5,EX,BOP,CP,SA,A
SMBP,87and88I,B5,EX,BOP,CP,SA,M
SMBP,87and88I,B5,EX,BOP,CP,SA,Q
SMBS,87and88I,B5,EX,BOP,CVM,SA,A
SMBS,87and88I,B5,EX,BOP,CVM,SA,M
SMBS,87and88I,B5,EX,BOP,CVM,SA,Q
SMCC,87and88I,B5,IM,BOP,CP,SA,A
SMCC,87and88I,B5,IM,BOP,CP,SA,M
SMCC,87and88I,B5,IM,BOP,CP,SA,Q
SMCF,87and88I,B5,IM,BOP,CVM,SA,A
SMCF,87and88I,B5,IM,BOP,CVM,SA,M
SMCF,87and88I,B5,IM,BOP,CVM,SA,Q
SMCP,87and88I,D5,EX,BOP,CP,SA,A
SMCP,87and88I,D5,EX,BOP,CP,SA,M
SMCP,87and88I,D5,EX,BOP,CP,SA,Q
SMCS,87and88I,D5,EX,BOP,CVM,SA,A
SMCS,87and88I,D5,EX,BOP,CVM,SA,M
SMCS,87and88I,D5,EX,BOP,CVM,SA,Q
SMDC,87and88I,D5,IM,BOP,CP,SA,A
SMDC,87and88I,D5,IM,BOP,CP,SA,M
SMDC,87and88I,D5,IM,BOP,CP,SA,Q
SMDF,87and88I,D5,IM,BOP,CVM,SA,A
SMDF,87and88I,D5,IM,BOP,CVM,SA,M
SMDF,87and88I,D5,IM,BOP,CVM,SA,Q
OAJK,87and88I,W1,BAL,BOP,CP,SA,A
OAJK,87and88I,W1,BAL,BOP,CP,SA,M
OAJK,87and88I,W1,BAL,BOP,CP,SA,Q
OKDO,87and88I,W1,EX,BOP,CP,SA,A
OKDO,87and88I,W1,EX,BOP,CP,SA,M
OKDO,87and88I,W1,EX,BOP,CP,SA,Q
OKQY,87and88I,W1,EX,BOP,CVM,SA,A
OKQY,87and88I,W1,EX,BOP,CVM,SA,M
OKQY,87and88I,W1,EX,BOP,CVM,SA,Q
OKFA,87and88I,W1,IM,BOP,CP,SA,A
OKFA,87and88I,W1,IM,BOP,CP,SA,M
OKFA,87and88I,W1,IM,BOP,CP,SA,Q
OKSK,87and88I,W1,IM,BOP,CVM,SA,A
OKSK,87and88I,W1,IM,BOP,CVM,SA,M
OKSK,87and88I,W1,IM,BOP,CVM,SA,Q
SMDP,87and88K,B5,EX,BOP,CP,SA,A
SMDP,87and88K,B5,EX,BOP,CP,SA,M
SMDP,87and88K,B5,EX,BOP,CP,SA,Q
SMDS,87and88K,B5,EX,BOP,CVM,SA,A
SMDS,87and88K,B5,EX,BOP,CVM,SA,M
SMDS,87and88K,B5,EX,BOP,CVM,SA,Q
SMEC,87and88K,B5,IM,BOP,CP,SA,A
SMEC,87and88K,B5,IM,BOP,CP,SA,M
SMEC,87and88K,B5,IM,BOP,CP,SA,Q
SMEF,87and88K,B5,IM,BOP,CVM,SA,A
SMEF,87and88K,B5,IM,BOP,CVM,SA,M
SMEF,87and88K,B5,IM,BOP,CVM,SA,Q
SMEP,87and88K,D5,EX,BOP,CP,SA,A
SMEP,87and88K,D5,EX,BOP,CP,SA,M
SMEP,87and88K,D5,EX,BOP,CP,SA,Q
SMES,87and88K,D5,EX,BOP,CVM,SA,A
SMES,87and88K,D5,EX,BOP,CVM,SA,M
SMES,87and88K,D5,EX,BOP,CVM,SA,Q
SMFC,87and88K,D5,IM,BOP,CP,SA,A
SMFC,87and88K,D5,IM,BOP,CP,SA,M
SMFC,87and88K,D5,IM,BOP,CP,SA,Q
SMFF,87and88K,D5,IM,BOP,CVM,SA,A
SMFF,87and88K,D5,IM,BOP,CVM,SA,M
SMFF,87and88K,D5,IM,BOP,CVM,SA,Q
OAJL,87and88K,W1,BAL,BOP,CP,SA,A
OAJL,87and88K,W1,BAL,BOP,CP,SA,M
OAJL,87and88K,W1,BAL,BOP,CP,SA,Q
OKDU,87and88K,W1,EX,BOP,CP,SA,A
OKDU,87and88K,W1,EX,BOP,CP,SA,M
OKDU,87and88K,W1,EX,BOP,CP,SA,Q
OKRE,87and88K,W1,EX,BOP,CVM,SA,A
OKRE,87and88K,W1,EX,BOP,CVM,SA,M
